Unit weight [kN/m3],Effective cohesion [kPa],Effective friction angle [°],Saturated permeability [m/s],Soil Type [-],Slope angle [°],Slope length [m],Total length [m],Slope height [m],Total height Upstream [m],Total height Downstream [m],Soil depth upstream [m],Soil depth downstream [m],Bedrock depth upstream [m],Bedrock depth downstream [m],Initial piezometric surface depth - upstream [m],Initial piezometric surface depth - downstream [m],Return period of precipitation [years],Accumulated precipitation [mm],Precipitation duration [hrs],Factor of safety [-],Depth of slip surface [m],Final Piezometric surface depth - upstream [m],Final Piezometric surface depth - downstream [m]
19.0000000000,20.0000000000,25.0000000000,0.0010000000,1.0000000000,30.0000000000,80.0000000000,160.0000000000,46.1900000000,70.0000000000,23.8100000000,60.0000000000,13.8100000000,10.0000000000,10.0000000000,15.8900000000,0.0000000000,-1.0000000000,0.0000000000,-1.0000000000,0.9560000000,27.0000000000,15.8900000000,0.0000000000
21.0000000000,20.0000000000,25.0000000000,0.0010000000,1.0000000000,30.0000000000,80.0000000000,160.0000000000,46.1900000000,70.0000000000,23.8100000000,60.0000000000,13.8100000000,10.0000000000,10.0000000000,15.8900000000,0.0000000000,-1.0000000000,0.0000000000,-1.0000000000,0.9760000000,24.0000000000,15.8900000000,0.0000000000
15.0000000000,0.0000000000,25.0000000000,0.0010000000,1.0000000000,30.0000000000,80.0000000000,160.0000000000,46.1900000000,70.0000000000,23.8100000000,60.0000000000,13.8100000000,10.0000000000,10.0000000000,15.8900000000,0.0000000000,30.0000000000,125.1800000000,15.0000000000,0.3630000000,15.0000000000,10.0400000000,0.0000000000
15.0000000000,5.0000000000,25.0000000000,0.0010000000,1.0000000000,30.0000000000,80.0000000000,160.0000000000,46.1900000000,70.0000000000,23.8100000000,60.0000000000,13.8100000000,10.0000000000,10.0000000000,15.8900000000,0.0000000000,30.0000000000,125.1800000000,15.0000000000,0.4610000000,15.0000000000,10.0400000000,0.0000000000
15.0000000000,10.0000000000,25.0000000000,0.0010000000,1.0000000000,30.0000000000,80.0000000000,160.0000000000,46.1900000000,70.0000000000,23.8100000000,60.0000000000,13.8100000000,10.0000000000,10.0000000000,15.8900000000,0.0000000000,30.0000000000,125.1800000000,15.0000000000,0.5500000000,15.0000000000,10.0400000000,0.0000000000
15.0000000000,15.0000000000,25.0000000000,0.0010000000,1.0000000000,30.0000000000,80.0000000000,160.0000000000,46.1900000000,70.0000000000,23.8100000000,60.0000000000,13.8100000000,10.0000000000,10.0000000000,15.8900000000,0.0000000000,30.0000000000,125.1800000000,15.0000000000,0.6330000000,18.0000000000,10.0400000000,0.0000000000
15.0000000000,20.0000000000,25.0000000000,0.0010000000,1.0000000000,30.0000000000,80.0000000000,160.0000000000,46.1900000000,70.0000000000,23.8100000000,60.0000000000,13.8100000000,10.0000000000,10.0000000000,15.8900000000,0.0000000000,30.0000000000,125.1800000000,15.0000000000,0.7050000000,21.0000000000,10.0400000000,0.0000000000
15.0000000000,25.0000000000,25.0000000000,0.0010000000,1.0000000000,30.0000000000,80.0000000000,160.0000000000,46.1900000000,70.0000000000,23.8100000000,60.0000000000,13.8100000000,10.0000000000,10.0000000000,15.8900000000,0.0000000000,30.0000000000,125.1800000000,15.0000000000,0.7720000000,24.0000000000,10.0400000000,0.0000000000
15.0000000000,30.0000000000,25.0000000000,0.0010000000,1.0000000000,30.0000000000,80.0000000000,160.0000000000,46.1900000000,70.0000000000,23.8100000000,60.0000000000,13.8100000000,10.0000000000,10.0000000000,15.8900000000,0.0000000000,30.0000000000,125.1800000000,15.0000000000,0.8340000000,25.0000000000,10.0400000000,0.0000000000
15.0000000000,35.0000000000,25.0000000000,0.0010000000,1.0000000000,30.0000000000,80.0000000000,160.0000000000,46.1900000000,70.0000000000,23.8100000000,60.0000000000,13.8100000000,10.0000000000,10.0000000000,15.8900000000,0.0000000000,30.0000000000,125.1800000000,15.0000000000,0.8940000000,30.0000000000,10.0400000000,0.0000000000
15.0000000000,40.0000000000,25.0000000000,0.0010000000,1.0000000000,30.0000000000,80.0000000000,160.0000000000,46.1900000000,70.0000000000,23.8100000000,60.0000000000,13.8100000000,10.0000000000,10.0000000000,15.8900000000,0.0000000000,30.0000000000,125.1800000000,15.0000000000,0.9510000000,30.0000000000,10.0400000000,0.0000000000
15.0000000000,20.0000000000,0.0000000000,0.0010000000,1.0000000000,30.0000000000,80.0000000000,160.0000000000,46.1900000000,70.0000000000,23.8100000000,60.0000000000,13.8100000000,10.0000000000,10.0000000000,15.8900000000,0.0000000000,30.0000000000,125.1800000000,15.0000000000,0.1850000000,50.0000000000,10.0400000000,0.0000000000
15.0000000000,20.0000000000,5.0000000000,0.0010000000,1.0000000000,30.0000000000,80.0000000000,160.0000000000,46.1900000000,70.0000000000,23.8100000000,60.0000000000,13.8100000000,10.0000000000,10.0000000000,15.8900000000,0.0000000000,30.0000000000,125.1800000000,15.0000000000,0.2970000000,50.0000000000,10.0400000000,0.0000000000
15.0000000000,20.0000000000,10.0000000000,0.0010000000,1.0000000000,30.0000000000,80.0000000000,160.0000000000,46.1900000000,70.0000000000,23.8100000000,60.0000000000,13.8100000000,10.0000000000,10.0000000000,15.8900000000,0.0000000000,30.0000000000,125.1800000000,15.0000000000,0.4110000000,39.0000000000,10.0400000000,0.0000000000
15.0000000000,20.0000000000,15.0000000000,0.0010000000,1.0000000000,30.0000000000,80.0000000000,160.0000000000,46.1900000000,70.0000000000,23.8100000000,60.0000000000,13.8100000000,10.0000000000,10.0000000000,15.8900000000,0.0000000000,30.0000000000,125.1800000000,15.0000000000,0.5120000000,30.0000000000,10.0400000000,0.0000000000
15.0000000000,20.0000000000,20.0000000000,0.0010000000,1.0000000000,30.0000000000,80.0000000000,160.0000000000,46.1900000000,70.0000000000,23.8100000000,60.0000000000,13.8100000000,10.0000000000,10.0000000000,15.8900000000,0.0000000000,30.0000000000,125.1800000000,15.0000000000,0.6090000000,24.0000000000,10.0400000000,0.0000000000
15.0000000000,20.0000000000,30.0000000000,0.0010000000,1.0000000000,30.0000000000,80.0000000000,160.0000000000,46.1900000000,70.0000000000,23.8100000000,60.0000000000,13.8100000000,10.0000000000,10.0000000000,15.8900000000,0.0000000000,30.0000000000,125.1800000000,15.0000000000,0.8050000000,18.0000000000,10.0400000000,0.0000000000
15.0000000000,20.0000000000,35.0000000000,0.0010000000,1.0000000000,30.0000000000,80.0000000000,160.0000000000,46.1900000000,70.0000000000,23.8100000000,60.0000000000,13.8100000000,10.0000000000,10.0000000000,15.8900000000,0.0000000000,30.0000000000,125.1800000000,15.0000000000,0.9100000000,18.0000000000,10.0400000000,0.0000000000
15.0000000000,20.0000000000,40.0000000000,0.0010000000,1.0000000000,30.0000000000,80.0000000000,160.0000000000,46.1900000000,70.0000000000,23.8100000000,60.0000000000,13.8100000000,10.0000000000,10.0000000000,15.8900000000,0.0000000000,30.0000000000,125.1800000000,15.0000000000,1.0260000000,15.0000000000,10.0400000000,0.0000000000
15.0000000000,20.0000000000,45.0000000000,0.0010000000,1.0000000000,30.0000000000,80.0000000000,160.0000000000,46.1900000000,70.0000000000,23.8100000000,60.0000000000,13.8100000000,10.0000000000,10.0000000000,15.8900000000,0.0000000000,30.0000000000,125.1800000000,15.0000000000,1.1540000000,15.0000000000,10.0400000000,0.0000000000
15.0000000000,20.0000000000,50.0000000000,0.0010000000,1.0000000000,30.0000000000,80.0000000000,160.0000000000,46.1900000000,70.0000000000,23.8100000000,60.0000000000,13.8100000000,10.0000000000,10.0000000000,15.8900000000,0.0000000000,30.0000000000,125.1800000000,15.0000000000,1.3060000000,15.0000000000,10.0400000000,0.0000000000
9.0000000000,20.0000000000,25.0000000000,0.0010000000,1.0000000000,30.0000000000,80.0000000000,160.0000000000,46.1900000000,70.0000000000,23.8100000000,60.0000000000,13.8100000000,10.0000000000,10.0000000000,15.8900000000,0.0000000000,30.0000000000,125.1800000000,15.0000000000,0.3810000000,35.0000000000,10.0400000000,0.0000000000
11.0000000000,20.0000000000,25.0000000000,0.0010000000,1.0000000000,30.0000000000,80.0000000000,160.0000000000,46.1900000000,70.0000000000,23.8100000000,60.0000000000,13.8100000000,10.0000000000,10.0000000000,15.8900000000,0.0000000000,30.0000000000,125.1800000000,15.0000000000,0.5380000000,35.0000000000,10.0400000000,0.0000000000
13.0000000000,20.0000000000,25.0000000000,0.0010000000,1.0000000000,30.0000000000,80.0000000000,160.0000000000,46.1900000000,70.0000000000,23.8100000000,60.0000000000,13.8100000000,10.0000000000,10.0000000000,15.8900000000,0.0000000000,30.0000000000,125.1800000000,15.0000000000,0.6400000000,21.0000000000,10.0400000000,0.0000000000
