Unit weight [kN/m3],Undrained Shear Strength [kPa],Saturated permeability [m/s],Soil Type [-],Slope angle [°],Slope length [m],Total length [m],Slope height [m],Total height Upstream [m],Total height Downstream [m],Soil depth upstream [m],Soil depth downstream [m],Bedrock depth upstream [m],Bedrock depth downstream [m],Initial piezometric surface depth - upstream [m],Initial piezometric surface depth - downstream [m],Return period of precipitation [years],Accumulated precipitation [mm],Precipitation duration [hrs],Factor of safety [-],Depth of slip surface [m],Final Piezometric surface depth - upstream [m],Final Piezometric surface depth - downstream [m]
18,175,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,22.5000000000,15.2205953147,30.0000000000,315.9000000000,100,8.1750000000,20.0000000000,22.5000000000,15.2205953147
21,175,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,22.5000000000,15.2205953147,30.0000000000,315.9000000000,100,6.9500000000,20.0000000000,22.5000000000,15.2205953147
24,175,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,22.5000000000,15.2205953147,30.0000000000,315.9000000000,100,6.0450000000,20.0000000000,22.5000000000,15.2205953147
18,25,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,22.5000000000,15.2205953147,30.0000000000,315.9000000000,100,1.1680000000,20.0000000000,22.5000000000,15.2205953147
18,75,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,22.5000000000,15.2205953147,30.0000000000,315.9000000000,100,3.5040000000,20.0000000000,22.5000000000,15.2205953147
18,225,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,22.5000000000,15.2205953147,30.0000000000,315.9000000000,100,10.5110000000,20.0000000000,22.5000000000,15.2205953147
18,275,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,22.5000000000,15.2205953147,30.0000000000,315.9000000000,100,12.8470000000,20.0000000000,22.5000000000,15.2205953147
18,175,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,22.5000000000,15.2205953147,200.0000000000,480.5000000000,100,8.1750000000,20.0000000000,22.5000000000,15.2205953147
21,175,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,22.5000000000,15.2205953147,200.0000000000,480.5000000000,100,6.9500000000,20.0000000000,22.5000000000,15.2205953147
24,175,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,22.5000000000,15.2205953147,200.0000000000,480.5000000000,100,6.0450000000,20.0000000000,22.5000000000,15.2205953147
18,25,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,22.5000000000,15.2205953147,200.0000000000,480.5000000000,100,1.1680000000,20.0000000000,22.5000000000,15.2205953147
18,75,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,22.5000000000,15.2205953147,200.0000000000,480.5000000000,100,3.5040000000,20.0000000000,22.5000000000,15.2205953147
18,225,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,22.5000000000,15.2205953147,200.0000000000,480.5000000000,100,10.5110000000,20.0000000000,22.5000000000,15.2205953147
18,275,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,22.5000000000,15.2205953147,200.0000000000,480.5000000000,100,12.8470000000,20.0000000000,22.5000000000,15.2205953147
18,175,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,22.5000000000,15.2205953147,500.0000000000,586.0000000000,100,8.1750000000,20.0000000000,22.5000000000,15.2205953147
21,175,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,22.5000000000,15.2205953147,500.0000000000,586.0000000000,100,6.9500000000,20.0000000000,22.5000000000,15.2205953147
24,175,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,22.5000000000,15.2205953147,500.0000000000,586.0000000000,100,6.0450000000,20.0000000000,22.5000000000,15.2205953147
18,25,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,22.5000000000,15.2205953147,500.0000000000,586.0000000000,100,1.1680000000,20.0000000000,22.5000000000,15.2205953147
18,75,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,22.5000000000,15.2205953147,500.0000000000,586.0000000000,100,3.5040000000,20.0000000000,22.5000000000,15.2205953147
18,225,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,22.5000000000,15.2205953147,500.0000000000,586.0000000000,100,10.5110000000,20.0000000000,22.5000000000,15.2205953147
18,275,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,22.5000000000,15.2205953147,500.0000000000,586.0000000000,100,12.8470000000,20.0000000000,22.5000000000,15.2205953147
12,175,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,5.0160000000,0.0000000000,30.0000000000,315.9000000000,100,11.6270000000,20.0000000000,4.8640000000,0.0000000000
15,175,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,5.0160000000,0.0000000000,30.0000000000,315.9000000000,100,9.2970000000,20.0000000000,4.8640000000,0.0000000000
18,175,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,5.0160000000,0.0000000000,30.0000000000,315.9000000000,100,7.7450000000,20.0000000000,4.8640000000,0.0000000000
21,175,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,5.0160000000,0.0000000000,30.0000000000,315.9000000000,100,6.6370000000,20.0000000000,4.8640000000,0.0000000000
24,175,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,5.0160000000,0.0000000000,30.0000000000,315.9000000000,100,5.8070000000,20.0000000000,4.8640000000,0.0000000000
18,25,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,5.0160000000,0.0000000000,30.0000000000,315.9000000000,100,1.1060000000,20.0000000000,4.8640000000,0.0000000000
18,75,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,5.0160000000,0.0000000000,30.0000000000,315.9000000000,100,3.3190000000,20.0000000000,4.8640000000,0.0000000000
18,225,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,5.0160000000,0.0000000000,30.0000000000,315.9000000000,100,9.9580000000,20.0000000000,4.8640000000,0.0000000000
18,275,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,5.0160000000,0.0000000000,30.0000000000,315.9000000000,100,12.1710000000,20.0000000000,4.8640000000,0.0000000000
12,175,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,5.0160000000,0.0000000000,200.0000000000,480.5000000000,100,11.6270000000,20.0000000000,4.8640000000,0.0000000000
15,175,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,5.0160000000,0.0000000000,200.0000000000,480.5000000000,100,9.2970000000,20.0000000000,4.8640000000,0.0000000000
18,175,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,5.0160000000,0.0000000000,200.0000000000,480.5000000000,100,7.7450000000,20.0000000000,4.8640000000,0.0000000000
21,175,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,5.0160000000,0.0000000000,200.0000000000,480.5000000000,100,6.6370000000,20.0000000000,4.8640000000,0.0000000000
24,175,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,5.0160000000,0.0000000000,200.0000000000,480.5000000000,100,5.8070000000,20.0000000000,4.8640000000,0.0000000000
18,25,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,5.0160000000,0.0000000000,200.0000000000,480.5000000000,100,1.1060000000,20.0000000000,4.8640000000,0.0000000000
18,75,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,5.0160000000,0.0000000000,200.0000000000,480.5000000000,100,3.3190000000,20.0000000000,4.8640000000,0.0000000000
18,225,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,5.0160000000,0.0000000000,200.0000000000,480.5000000000,100,9.9580000000,20.0000000000,4.8640000000,0.0000000000
18,275,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,5.0160000000,0.0000000000,200.0000000000,480.5000000000,100,12.1710000000,20.0000000000,4.8640000000,0.0000000000
12,175,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,5.0160000000,0.0000000000,500.0000000000,586.0000000000,100,11.6270000000,20.0000000000,4.8640000000,0.0000000000
15,175,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,5.0160000000,0.0000000000,500.0000000000,586.0000000000,100,9.2970000000,20.0000000000,4.8640000000,0.0000000000
18,175,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,5.0160000000,0.0000000000,500.0000000000,586.0000000000,100,7.7450000000,20.0000000000,4.8640000000,0.0000000000
21,175,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,5.0160000000,0.0000000000,500.0000000000,586.0000000000,100,6.6370000000,20.0000000000,4.8640000000,0.0000000000
24,175,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,5.0160000000,0.0000000000,500.0000000000,586.0000000000,100,5.8070000000,20.0000000000,4.8640000000,0.0000000000
18,25,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,5.0160000000,0.0000000000,500.0000000000,586.0000000000,100,1.1060000000,20.0000000000,4.8640000000,0.0000000000
18,75,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,5.0160000000,0.0000000000,500.0000000000,586.0000000000,100,3.3190000000,20.0000000000,4.8640000000,0.0000000000
18,225,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,5.0160000000,0.0000000000,500.0000000000,586.0000000000,100,9.9580000000,20.0000000000,4.8640000000,0.0000000000
18,275,0.0000000100,3,20,20,100,7.2794046853,25,17.7205953147,22.5000000000,15.2205953147,2.5000000000,2.5000000000,5.0160000000,0.0000000000,500.0000000000,586.0000000000,100,12.1710000000,20.0000000000,4.8640000000,0.0000000000
12,175,0.0000000100,3,20,40,200,14.5588093706,45,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,40.5000000000,25.9411906294,30.0000000000,315.9000000000,100,6.3720000000,36.0000000000,40.5000000000,25.9411906294
15,175,0.0000000100,3,20,40,200,14.5588093706,45,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,40.5000000000,25.9411906294,30.0000000000,315.9000000000,100,5.0090000000,36.0000000000,40.5000000000,25.9411906294
18,175,0.0000000100,3,20,40,200,14.5588093706,45,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,40.5000000000,25.9411906294,30.0000000000,315.9000000000,100,4.1270000000,36.0000000000,40.5000000000,25.9411906294
24,175,0.0000000100,3,20,40,200,14.5588093706,45,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,40.5000000000,25.9411906294,30.0000000000,315.9000000000,100,3.0520000000,36.0000000000,40.5000000000,25.9411906294
18,25,0.0000000100,3,20,40,200,14.5588093706,45,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,40.5000000000,25.9411906294,30.0000000000,315.9000000000,100,0.5900000000,36.0000000000,40.5000000000,25.9411906294
18,75,0.0000000100,3,20,40,200,14.5588093706,45,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,40.5000000000,25.9411906294,30.0000000000,315.9000000000,100,1.7690000000,36.0000000000,40.5000000000,25.9411906294
18,125,0.0000000100,3,20,40,200,14.5588093706,45,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,40.5000000000,25.9411906294,30.0000000000,315.9000000000,100,2.9480000000,36.0000000000,40.5000000000,25.9411906294
18,225,0.0000000100,3,20,40,200,14.5588093706,45,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,40.5000000000,25.9411906294,30.0000000000,315.9000000000,100,5.3060000000,36.0000000000,40.5000000000,25.9411906294
18,275,0.0000000100,3,20,40,200,14.5588093706,45,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,40.5000000000,25.9411906294,30.0000000000,315.9000000000,100,6.4850000000,36.0000000000,40.5000000000,25.9411906294
18,325,0.0000000100,3,20,40,200,14.5588093706,45,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,40.5000000000,25.9411906294,30.0000000000,315.9000000000,100,7.6640000000,36.0000000000,40.5000000000,25.9411906294
12,175,0.0000000100,3,20,40,200,14.5588093706,45,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,40.5000000000,25.9411906294,200.0000000000,480.5000000000,100,6.3720000000,36.0000000000,40.5000000000,25.9411906294
15,175,0.0000000100,3,20,40,200,14.5588093706,45,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,40.5000000000,25.9411906294,200.0000000000,480.5000000000,100,5.0090000000,36.0000000000,40.5000000000,25.9411906294
18,175,0.0000000100,3,20,40,200,14.5588093706,45,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,40.5000000000,25.9411906294,200.0000000000,480.5000000000,100,4.1270000000,36.0000000000,40.5000000000,25.9411906294
24,175,0.0000000100,3,20,40,200,14.5588093706,45,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,40.5000000000,25.9411906294,200.0000000000,480.5000000000,100,3.0520000000,36.0000000000,40.5000000000,25.9411906294
18,25,0.0000000100,3,20,40,200,14.5588093706,45,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,40.5000000000,25.9411906294,200.0000000000,480.5000000000,100,0.5900000000,36.0000000000,40.5000000000,25.9411906294
18,75,0.0000000100,3,20,40,200,14.5588093706,45,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,40.5000000000,25.9411906294,200.0000000000,480.5000000000,100,1.7690000000,36.0000000000,40.5000000000,25.9411906294
18,125,0.0000000100,3,20,40,200,14.5588093706,45,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,40.5000000000,25.9411906294,200.0000000000,480.5000000000,100,2.9480000000,36.0000000000,40.5000000000,25.9411906294
18,225,0.0000000100,3,20,40,200,14.5588093706,45,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,40.5000000000,25.9411906294,200.0000000000,480.5000000000,100,5.3060000000,36.0000000000,40.5000000000,25.9411906294
18,275,0.0000000100,3,20,40,200,14.5588093706,45,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,40.5000000000,25.9411906294,200.0000000000,480.5000000000,100,6.4850000000,36.0000000000,40.5000000000,25.9411906294
18,325,0.0000000100,3,20,40,200,14.5588093706,45,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,40.5000000000,25.9411906294,200.0000000000,480.5000000000,100,7.6640000000,36.0000000000,40.5000000000,25.9411906294
12,175,0.0000000100,3,20,40,200,14.5588093706,45,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,40.5000000000,25.9411906294,500.0000000000,586.0000000000,100,6.3720000000,36.0000000000,40.5000000000,25.9411906294
15,175,0.0000000100,3,20,40,200,14.5588093706,45,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,40.5000000000,25.9411906294,500.0000000000,586.0000000000,100,5.0090000000,36.0000000000,40.5000000000,25.9411906294
18,175,0.0000000100,3,20,40,200,14.5588093706,45,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,40.5000000000,25.9411906294,500.0000000000,586.0000000000,100,4.1270000000,36.0000000000,40.5000000000,25.9411906294
24,175,0.0000000100,3,20,40,200,14.5588093706,45,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,40.5000000000,25.9411906294,500.0000000000,586.0000000000,100,3.0520000000,36.0000000000,40.5000000000,25.9411906294
18,25,0.0000000100,3,20,40,200,14.5588093706,45,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,40.5000000000,25.9411906294,500.0000000000,586.0000000000,100,0.5900000000,36.0000000000,40.5000000000,25.9411906294
18,75,0.0000000100,3,20,40,200,14.5588093706,45,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,40.5000000000,25.9411906294,500.0000000000,586.0000000000,100,1.7690000000,36.0000000000,40.5000000000,25.9411906294
18,125,0.0000000100,3,20,40,200,14.5588093706,45,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,40.5000000000,25.9411906294,500.0000000000,586.0000000000,100,2.9480000000,36.0000000000,40.5000000000,25.9411906294
18,225,0.0000000100,3,20,40,200,14.5588093706,45,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,40.5000000000,25.9411906294,500.0000000000,586.0000000000,100,5.3060000000,36.0000000000,40.5000000000,25.9411906294
18,275,0.0000000100,3,20,40,200,14.5588093706,45,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,40.5000000000,25.9411906294,500.0000000000,586.0000000000,100,6.4850000000,36.0000000000,40.5000000000,25.9411906294
18,325,0.0000000100,3,20,40,200,14.5588093706,45,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,40.5000000000,25.9411906294,500.0000000000,586.0000000000,100,7.6640000000,36.0000000000,40.5000000000,25.9411906294
12,175,0.0000000100,3,20,40,200,14.5588093706,45,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.8100000000,0.0000000000,30.0000000000,315.9000000000,100,5.9800000000,36.0000000000,9.6900000000,0.0000000000
15,175,0.0000000100,3,20,40,200,14.5588093706,45,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.8100000000,0.0000000000,30.0000000000,315.9000000000,100,4.7640000000,36.0000000000,9.6900000000,0.0000000000
18,175,0.0000000100,3,20,40,200,14.5588093706,45,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.8100000000,0.0000000000,30.0000000000,315.9000000000,100,3.9590000000,36.0000000000,9.6900000000,0.0000000000
21,175,0.0000000100,3,20,40,200,14.5588093706,45,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.8100000000,0.0000000000,30.0000000000,315.9000000000,100,3.3860000000,36.0000000000,9.6900000000,0.0000000000
18,25,0.0000000100,3,20,40,200,14.5588093706,45,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.8100000000,0.0000000000,30.0000000000,315.9000000000,100,0.5660000000,36.0000000000,9.6900000000,0.0000000000
18,75,0.0000000100,3,20,40,200,14.5588093706,45,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.8100000000,0.0000000000,30.0000000000,315.9000000000,100,1.6970000000,36.0000000000,9.6900000000,0.0000000000
18,125,0.0000000100,3,20,40,200,14.5588093706,45,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.8100000000,0.0000000000,30.0000000000,315.9000000000,100,2.8280000000,36.0000000000,9.6900000000,0.0000000000
18,275,0.0000000100,3,20,40,200,14.5588093706,45,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.8100000000,0.0000000000,30.0000000000,315.9000000000,100,6.2210000000,36.0000000000,9.6900000000,0.0000000000
12,175,0.0000000100,3,20,40,200,14.5588093706,45,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.8100000000,0.0000000000,200.0000000000,480.5000000000,100,5.9800000000,36.0000000000,9.6900000000,0.0000000000
15,175,0.0000000100,3,20,40,200,14.5588093706,45,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.8100000000,0.0000000000,200.0000000000,480.5000000000,100,4.7640000000,36.0000000000,9.6900000000,0.0000000000
18,175,0.0000000100,3,20,40,200,14.5588093706,45,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.8100000000,0.0000000000,200.0000000000,480.5000000000,100,3.9590000000,36.0000000000,9.6900000000,0.0000000000
21,175,0.0000000100,3,20,40,200,14.5588093706,45,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.8100000000,0.0000000000,200.0000000000,480.5000000000,100,3.3860000000,36.0000000000,9.6900000000,0.0000000000
18,25,0.0000000100,3,20,40,200,14.5588093706,45,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.8100000000,0.0000000000,200.0000000000,480.5000000000,100,0.5660000000,36.0000000000,9.6900000000,0.0000000000
18,75,0.0000000100,3,20,40,200,14.5588093706,45,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.8100000000,0.0000000000,200.0000000000,480.5000000000,100,1.6970000000,36.0000000000,9.6900000000,0.0000000000
18,125,0.0000000100,3,20,40,200,14.5588093706,45,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.8100000000,0.0000000000,200.0000000000,480.5000000000,100,2.8280000000,36.0000000000,9.6900000000,0.0000000000
18,275,0.0000000100,3,20,40,200,14.5588093706,45,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.8100000000,0.0000000000,200.0000000000,480.5000000000,100,6.2210000000,36.0000000000,9.6900000000,0.0000000000
12,175,0.0000000100,3,20,40,200,14.5588093706,45,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.8100000000,0.0000000000,500.0000000000,586.0000000000,100,5.9800000000,36.0000000000,9.6900000000,0.0000000000
15,175,0.0000000100,3,20,40,200,14.5588093706,45,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.8100000000,0.0000000000,500.0000000000,586.0000000000,100,4.7640000000,36.0000000000,9.6900000000,0.0000000000
18,175,0.0000000100,3,20,40,200,14.5588093706,45,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.8100000000,0.0000000000,500.0000000000,586.0000000000,100,3.9590000000,36.0000000000,9.6900000000,0.0000000000
21,175,0.0000000100,3,20,40,200,14.5588093706,45,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.8100000000,0.0000000000,500.0000000000,586.0000000000,100,3.3860000000,36.0000000000,9.6900000000,0.0000000000
18,25,0.0000000100,3,20,40,200,14.5588093706,45,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.8100000000,0.0000000000,500.0000000000,586.0000000000,100,0.5660000000,36.0000000000,9.6900000000,0.0000000000
18,75,0.0000000100,3,20,40,200,14.5588093706,45,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.8100000000,0.0000000000,500.0000000000,586.0000000000,100,1.6970000000,36.0000000000,9.6900000000,0.0000000000
18,125,0.0000000100,3,20,40,200,14.5588093706,45,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.8100000000,0.0000000000,500.0000000000,586.0000000000,100,2.8280000000,36.0000000000,9.6900000000,0.0000000000
18,275,0.0000000100,3,20,40,200,14.5588093706,45,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.8100000000,0.0000000000,500.0000000000,586.0000000000,100,6.2210000000,36.0000000000,9.6900000000,0.0000000000
12,175,0.0000000100,3,20,80,400,29.1176187413,90,60.8823812587,81.0000000000,51.8823812587,9.0000000000,9.0000000000,19.4700000000,0.0000000000,30.0000000000,315.9000000000,100,2.9990000000,72.0000000000,19.4700000000,0.0000000000
15,175,0.0000000100,3,20,80,400,29.1176187413,90,60.8823812587,81.0000000000,51.8823812587,9.0000000000,9.0000000000,19.4700000000,0.0000000000,30.0000000000,315.9000000000,100,2.3920000000,72.0000000000,19.4700000000,0.0000000000
21,175,0.0000000100,3,20,80,400,29.1176187413,90,60.8823812587,81.0000000000,51.8823812587,9.0000000000,9.0000000000,19.4700000000,0.0000000000,30.0000000000,315.9000000000,100,1.7030000000,72.0000000000,19.4700000000,0.0000000000
24,175,0.0000000100,3,20,80,400,29.1176187413,90,60.8823812587,81.0000000000,51.8823812587,9.0000000000,9.0000000000,19.4700000000,0.0000000000,30.0000000000,315.9000000000,100,1.4890000000,72.0000000000,19.4700000000,0.0000000000
18,75,0.0000000100,3,20,80,400,29.1176187413,90,60.8823812587,81.0000000000,51.8823812587,9.0000000000,9.0000000000,19.4700000000,0.0000000000,30.0000000000,315.9000000000,100,0.8530000000,72.0000000000,19.4700000000,0.0000000000
18,125,0.0000000100,3,20,80,400,29.1176187413,90,60.8823812587,81.0000000000,51.8823812587,9.0000000000,9.0000000000,19.4700000000,0.0000000000,30.0000000000,315.9000000000,100,1.4220000000,72.0000000000,19.4700000000,0.0000000000
18,225,0.0000000100,3,20,80,400,29.1176187413,90,60.8823812587,81.0000000000,51.8823812587,9.0000000000,9.0000000000,19.4700000000,0.0000000000,30.0000000000,315.9000000000,100,2.5580000000,72.0000000000,19.4700000000,0.0000000000
18,275,0.0000000100,3,20,80,400,29.1176187413,90,60.8823812587,81.0000000000,51.8823812587,9.0000000000,9.0000000000,19.4700000000,0.0000000000,30.0000000000,315.9000000000,100,3.1270000000,72.0000000000,19.4700000000,0.0000000000
18,325,0.0000000100,3,20,80,400,29.1176187413,90,60.8823812587,81.0000000000,51.8823812587,9.0000000000,9.0000000000,19.4700000000,0.0000000000,30.0000000000,315.9000000000,100,3.6950000000,72.0000000000,19.4700000000,0.0000000000
12,175,0.0000000100,3,20,80,400,29.1176187413,90,60.8823812587,81.0000000000,51.8823812587,9.0000000000,9.0000000000,19.4700000000,0.0000000000,200.0000000000,480.5000000000,100,2.9990000000,72.0000000000,19.4700000000,0.0000000000
15,175,0.0000000100,3,20,80,400,29.1176187413,90,60.8823812587,81.0000000000,51.8823812587,9.0000000000,9.0000000000,19.4700000000,0.0000000000,200.0000000000,480.5000000000,100,2.3920000000,72.0000000000,19.4700000000,0.0000000000
