Unit weight [kN/m3],Undrained Shear Strength [kPa],Saturated permeability [m/s],Soil Type [-],Slope angle [°],Slope length [m],Total length [m],Slope height [m],Total height Upstream [m],Total height Downstream [m],Soil depth upstream [m],Soil depth downstream [m],Bedrock depth upstream [m],Bedrock depth downstream [m],Initial piezometric surface depth - upstream [m],Initial piezometric surface depth - downstream [m],Return period of precipitation [years],Accumulated precipitation [mm],Precipitation duration [hrs],Factor of safety [-],Depth of slip surface [m],Final Piezometric surface depth - upstream [m],Final Piezometric surface depth - downstream [m]
12,175,0.0000000100,3,30,20,100,11.5470053838,35,23.4529946162,11.5470053838,0.0000000000,23.4529946162,23.4529946162,11.5470053838,0.0000000000,30.0000000000,315.9000000000,100,10.2890000000,9.0000000000,11.5470053838,0.0000000000
15,175,0.0000000100,3,30,20,100,11.5470053838,35,23.4529946162,11.5470053838,0.0000000000,23.4529946162,23.4529946162,11.5470053838,0.0000000000,30.0000000000,315.9000000000,100,8.1140000000,9.0000000000,11.5470053838,0.0000000000
18,175,0.0000000100,3,30,20,100,11.5470053838,35,23.4529946162,11.5470053838,0.0000000000,23.4529946162,23.4529946162,11.5470053838,0.0000000000,30.0000000000,315.9000000000,100,6.6980000000,9.0000000000,11.5470053838,0.0000000000
24,175,0.0000000100,3,30,20,100,11.5470053838,35,23.4529946162,11.5470053838,0.0000000000,23.4529946162,23.4529946162,11.5470053838,0.0000000000,30.0000000000,315.9000000000,100,4.9650000000,9.0000000000,11.5470053838,0.0000000000
18,25,0.0000000100,3,30,20,100,11.5470053838,35,23.4529946162,11.5470053838,0.0000000000,23.4529946162,23.4529946162,11.5470053838,0.0000000000,30.0000000000,315.9000000000,100,0.9570000000,9.0000000000,11.5470053838,0.0000000000
18,75,0.0000000100,3,30,20,100,11.5470053838,35,23.4529946162,11.5470053838,0.0000000000,23.4529946162,23.4529946162,11.5470053838,0.0000000000,30.0000000000,315.9000000000,100,2.8710000000,9.0000000000,11.5470053838,0.0000000000
18,225,0.0000000100,3,30,20,100,11.5470053838,35,23.4529946162,11.5470053838,0.0000000000,23.4529946162,23.4529946162,11.5470053838,0.0000000000,30.0000000000,315.9000000000,100,8.6110000000,9.0000000000,11.5470053838,0.0000000000
18,325,0.0000000100,3,30,20,100,11.5470053838,35,23.4529946162,11.5470053838,0.0000000000,23.4529946162,23.4529946162,11.5470053838,0.0000000000,30.0000000000,315.9000000000,100,12.4390000000,9.0000000000,11.5470053838,0.0000000000
12,175,0.0000000100,3,30,20,100,11.5470053838,35,23.4529946162,11.5470053838,0.0000000000,23.4529946162,23.4529946162,11.5470053838,0.0000000000,200.0000000000,480.5000000000,100,10.2890000000,9.0000000000,11.5470053838,0.0000000000
15,175,0.0000000100,3,30,20,100,11.5470053838,35,23.4529946162,11.5470053838,0.0000000000,23.4529946162,23.4529946162,11.5470053838,0.0000000000,200.0000000000,480.5000000000,100,8.1140000000,9.0000000000,11.5470053838,0.0000000000
18,175,0.0000000100,3,30,20,100,11.5470053838,35,23.4529946162,11.5470053838,0.0000000000,23.4529946162,23.4529946162,11.5470053838,0.0000000000,200.0000000000,480.5000000000,100,6.6980000000,9.0000000000,11.5470053838,0.0000000000
24,175,0.0000000100,3,30,20,100,11.5470053838,35,23.4529946162,11.5470053838,0.0000000000,23.4529946162,23.4529946162,11.5470053838,0.0000000000,200.0000000000,480.5000000000,100,4.9650000000,9.0000000000,11.5470053838,0.0000000000
18,25,0.0000000100,3,30,20,100,11.5470053838,35,23.4529946162,11.5470053838,0.0000000000,23.4529946162,23.4529946162,11.5470053838,0.0000000000,200.0000000000,480.5000000000,100,0.9570000000,9.0000000000,11.5470053838,0.0000000000
18,75,0.0000000100,3,30,20,100,11.5470053838,35,23.4529946162,11.5470053838,0.0000000000,23.4529946162,23.4529946162,11.5470053838,0.0000000000,200.0000000000,480.5000000000,100,2.8710000000,9.0000000000,11.5470053838,0.0000000000
18,225,0.0000000100,3,30,20,100,11.5470053838,35,23.4529946162,11.5470053838,0.0000000000,23.4529946162,23.4529946162,11.5470053838,0.0000000000,200.0000000000,480.5000000000,100,8.6110000000,9.0000000000,11.5470053838,0.0000000000
18,325,0.0000000100,3,30,20,100,11.5470053838,35,23.4529946162,11.5470053838,0.0000000000,23.4529946162,23.4529946162,11.5470053838,0.0000000000,200.0000000000,480.5000000000,100,12.4390000000,9.0000000000,11.5470053838,0.0000000000
12,175,0.0000000100,3,30,20,100,11.5470053838,35,23.4529946162,11.5470053838,0.0000000000,23.4529946162,23.4529946162,11.5470053838,0.0000000000,500.0000000000,586.0000000000,100,10.2890000000,9.0000000000,11.5470053838,0.0000000000
15,175,0.0000000100,3,30,20,100,11.5470053838,35,23.4529946162,11.5470053838,0.0000000000,23.4529946162,23.4529946162,11.5470053838,0.0000000000,500.0000000000,586.0000000000,100,8.1140000000,9.0000000000,11.5470053838,0.0000000000
18,175,0.0000000100,3,30,20,100,11.5470053838,35,23.4529946162,11.5470053838,0.0000000000,23.4529946162,23.4529946162,11.5470053838,0.0000000000,500.0000000000,586.0000000000,100,6.6980000000,9.0000000000,11.5470053838,0.0000000000
24,175,0.0000000100,3,30,20,100,11.5470053838,35,23.4529946162,11.5470053838,0.0000000000,23.4529946162,23.4529946162,11.5470053838,0.0000000000,500.0000000000,586.0000000000,100,4.9650000000,9.0000000000,11.5470053838,0.0000000000
18,25,0.0000000100,3,30,20,100,11.5470053838,35,23.4529946162,11.5470053838,0.0000000000,23.4529946162,23.4529946162,11.5470053838,0.0000000000,500.0000000000,586.0000000000,100,0.9570000000,9.0000000000,11.5470053838,0.0000000000
18,75,0.0000000100,3,30,20,100,11.5470053838,35,23.4529946162,11.5470053838,0.0000000000,23.4529946162,23.4529946162,11.5470053838,0.0000000000,500.0000000000,586.0000000000,100,2.8710000000,9.0000000000,11.5470053838,0.0000000000
18,225,0.0000000100,3,30,20,100,11.5470053838,35,23.4529946162,11.5470053838,0.0000000000,23.4529946162,23.4529946162,11.5470053838,0.0000000000,500.0000000000,586.0000000000,100,8.6110000000,9.0000000000,11.5470053838,0.0000000000
18,325,0.0000000100,3,30,20,100,11.5470053838,35,23.4529946162,11.5470053838,0.0000000000,23.4529946162,23.4529946162,11.5470053838,0.0000000000,500.0000000000,586.0000000000,100,12.4390000000,9.0000000000,11.5470053838,0.0000000000
12,175,0.0000000100,3,30,20,100,11.5470053838,35,23.4529946162,11.5470053838,0.0000000000,23.4529946162,23.4529946162,7.6712000000,0.0000000000,30.0000000000,315.9000000000,100,9.9770000000,9.0000000000,7.6712000000,0.0000000000
15,175,0.0000000100,3,30,20,100,11.5470053838,35,23.4529946162,11.5470053838,0.0000000000,23.4529946162,23.4529946162,7.6712000000,0.0000000000,30.0000000000,315.9000000000,100,7.9180000000,9.0000000000,7.6712000000,0.0000000000
18,175,0.0000000100,3,30,20,100,11.5470053838,35,23.4529946162,11.5470053838,0.0000000000,23.4529946162,23.4529946162,7.6712000000,0.0000000000,30.0000000000,315.9000000000,100,6.5640000000,9.0000000000,7.6712000000,0.0000000000
21,175,0.0000000100,3,30,20,100,11.5470053838,35,23.4529946162,11.5470053838,0.0000000000,23.4529946162,23.4529946162,7.6712000000,0.0000000000,30.0000000000,315.9000000000,100,5.6050000000,9.0000000000,7.6712000000,0.0000000000
24,175,0.0000000100,3,30,20,100,11.5470053838,35,23.4529946162,11.5470053838,0.0000000000,23.4529946162,23.4529946162,7.6712000000,0.0000000000,30.0000000000,315.9000000000,100,4.8910000000,9.0000000000,7.6712000000,0.0000000000
18,75,0.0000000100,3,30,20,100,11.5470053838,35,23.4529946162,11.5470053838,0.0000000000,23.4529946162,23.4529946162,7.6712000000,0.0000000000,30.0000000000,315.9000000000,100,2.8130000000,9.0000000000,7.6712000000,0.0000000000
18,225,0.0000000100,3,30,20,100,11.5470053838,35,23.4529946162,11.5470053838,0.0000000000,23.4529946162,23.4529946162,7.6712000000,0.0000000000,30.0000000000,315.9000000000,100,8.4400000000,9.0000000000,7.6712000000,0.0000000000
18,275,0.0000000100,3,30,20,100,11.5470053838,35,23.4529946162,11.5470053838,0.0000000000,23.4529946162,23.4529946162,7.6712000000,0.0000000000,30.0000000000,315.9000000000,100,10.3150000000,9.0000000000,7.6712000000,0.0000000000
18,325,0.0000000100,3,30,20,100,11.5470053838,35,23.4529946162,11.5470053838,0.0000000000,23.4529946162,23.4529946162,7.6712000000,0.0000000000,30.0000000000,315.9000000000,100,12.1900000000,9.0000000000,7.6712000000,0.0000000000
12,175,0.0000000100,3,30,20,100,11.5470053838,35,23.4529946162,11.5470053838,0.0000000000,23.4529946162,23.4529946162,7.6712000000,0.0000000000,200.0000000000,480.5000000000,100,9.9770000000,9.0000000000,7.6712000000,0.0000000000
15,175,0.0000000100,3,30,20,100,11.5470053838,35,23.4529946162,11.5470053838,0.0000000000,23.4529946162,23.4529946162,7.6712000000,0.0000000000,200.0000000000,480.5000000000,100,7.9180000000,9.0000000000,7.6712000000,0.0000000000
18,175,0.0000000100,3,30,20,100,11.5470053838,35,23.4529946162,11.5470053838,0.0000000000,23.4529946162,23.4529946162,7.6712000000,0.0000000000,200.0000000000,480.5000000000,100,6.5640000000,9.0000000000,7.6712000000,0.0000000000
21,175,0.0000000100,3,30,20,100,11.5470053838,35,23.4529946162,11.5470053838,0.0000000000,23.4529946162,23.4529946162,7.6712000000,0.0000000000,200.0000000000,480.5000000000,100,5.6050000000,9.0000000000,7.6712000000,0.0000000000
24,175,0.0000000100,3,30,20,100,11.5470053838,35,23.4529946162,11.5470053838,0.0000000000,23.4529946162,23.4529946162,7.6712000000,0.0000000000,200.0000000000,480.5000000000,100,4.8910000000,9.0000000000,7.6712000000,0.0000000000
18,75,0.0000000100,3,30,20,100,11.5470053838,35,23.4529946162,11.5470053838,0.0000000000,23.4529946162,23.4529946162,7.6712000000,0.0000000000,200.0000000000,480.5000000000,100,2.8130000000,9.0000000000,7.6712000000,0.0000000000
18,225,0.0000000100,3,30,20,100,11.5470053838,35,23.4529946162,11.5470053838,0.0000000000,23.4529946162,23.4529946162,7.6712000000,0.0000000000,200.0000000000,480.5000000000,100,8.4400000000,9.0000000000,7.6712000000,0.0000000000
18,275,0.0000000100,3,30,20,100,11.5470053838,35,23.4529946162,11.5470053838,0.0000000000,23.4529946162,23.4529946162,7.6712000000,0.0000000000,200.0000000000,480.5000000000,100,10.3150000000,9.0000000000,7.6712000000,0.0000000000
18,325,0.0000000100,3,30,20,100,11.5470053838,35,23.4529946162,11.5470053838,0.0000000000,23.4529946162,23.4529946162,7.6712000000,0.0000000000,200.0000000000,480.5000000000,100,12.1900000000,9.0000000000,7.6712000000,0.0000000000
12,175,0.0000000100,3,30,20,100,11.5470053838,35,23.4529946162,11.5470053838,0.0000000000,23.4529946162,23.4529946162,7.6712000000,0.0000000000,500.0000000000,586.0000000000,100,9.9770000000,9.0000000000,7.6712000000,0.0000000000
15,175,0.0000000100,3,30,20,100,11.5470053838,35,23.4529946162,11.5470053838,0.0000000000,23.4529946162,23.4529946162,7.6712000000,0.0000000000,500.0000000000,586.0000000000,100,7.9180000000,9.0000000000,7.6712000000,0.0000000000
18,175,0.0000000100,3,30,20,100,11.5470053838,35,23.4529946162,11.5470053838,0.0000000000,23.4529946162,23.4529946162,7.6712000000,0.0000000000,500.0000000000,586.0000000000,100,6.5640000000,9.0000000000,7.6712000000,0.0000000000
21,175,0.0000000100,3,30,20,100,11.5470053838,35,23.4529946162,11.5470053838,0.0000000000,23.4529946162,23.4529946162,7.6712000000,0.0000000000,500.0000000000,586.0000000000,100,5.6050000000,9.0000000000,7.6712000000,0.0000000000
24,175,0.0000000100,3,30,20,100,11.5470053838,35,23.4529946162,11.5470053838,0.0000000000,23.4529946162,23.4529946162,7.6712000000,0.0000000000,500.0000000000,586.0000000000,100,4.8910000000,9.0000000000,7.6712000000,0.0000000000
18,75,0.0000000100,3,30,20,100,11.5470053838,35,23.4529946162,11.5470053838,0.0000000000,23.4529946162,23.4529946162,7.6712000000,0.0000000000,500.0000000000,586.0000000000,100,2.8130000000,9.0000000000,7.6712000000,0.0000000000
18,225,0.0000000100,3,30,20,100,11.5470053838,35,23.4529946162,11.5470053838,0.0000000000,23.4529946162,23.4529946162,7.6712000000,0.0000000000,500.0000000000,586.0000000000,100,8.4400000000,9.0000000000,7.6712000000,0.0000000000
18,275,0.0000000100,3,30,20,100,11.5470053838,35,23.4529946162,11.5470053838,0.0000000000,23.4529946162,23.4529946162,7.6712000000,0.0000000000,500.0000000000,586.0000000000,100,10.3150000000,9.0000000000,7.6712000000,0.0000000000
18,325,0.0000000100,3,30,20,100,11.5470053838,35,23.4529946162,11.5470053838,0.0000000000,23.4529946162,23.4529946162,7.6712000000,0.0000000000,500.0000000000,586.0000000000,100,12.1900000000,9.0000000000,7.6712000000,0.0000000000
12,175,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,63.0000000000,39.9059892324,7.0000000000,7.0000000000,63.0000000000,39.9059892324,30.0000000000,315.9000000000,100,4.0080000000,42.0000000000,63.0000000000,39.9059892324
15,175,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,63.0000000000,39.9059892324,7.0000000000,7.0000000000,63.0000000000,39.9059892324,30.0000000000,315.9000000000,100,3.1510000000,42.0000000000,63.0000000000,39.9059892324
18,175,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,63.0000000000,39.9059892324,7.0000000000,7.0000000000,63.0000000000,39.9059892324,30.0000000000,315.9000000000,100,2.5960000000,42.0000000000,63.0000000000,39.9059892324
24,175,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,63.0000000000,39.9059892324,7.0000000000,7.0000000000,63.0000000000,39.9059892324,30.0000000000,315.9000000000,100,1.9190000000,42.0000000000,63.0000000000,39.9059892324
18,25,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,63.0000000000,39.9059892324,7.0000000000,7.0000000000,63.0000000000,39.9059892324,30.0000000000,315.9000000000,100,0.3710000000,42.0000000000,63.0000000000,39.9059892324
18,75,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,63.0000000000,39.9059892324,7.0000000000,7.0000000000,63.0000000000,39.9059892324,30.0000000000,315.9000000000,100,1.1120000000,42.0000000000,63.0000000000,39.9059892324
18,125,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,63.0000000000,39.9059892324,7.0000000000,7.0000000000,63.0000000000,39.9059892324,30.0000000000,315.9000000000,100,1.8540000000,42.0000000000,63.0000000000,39.9059892324
18,225,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,63.0000000000,39.9059892324,7.0000000000,7.0000000000,63.0000000000,39.9059892324,30.0000000000,315.9000000000,100,3.3370000000,42.0000000000,63.0000000000,39.9059892324
18,275,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,63.0000000000,39.9059892324,7.0000000000,7.0000000000,63.0000000000,39.9059892324,30.0000000000,315.9000000000,100,4.0790000000,42.0000000000,63.0000000000,39.9059892324
18,325,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,63.0000000000,39.9059892324,7.0000000000,7.0000000000,63.0000000000,39.9059892324,30.0000000000,315.9000000000,100,4.8200000000,42.0000000000,63.0000000000,39.9059892324
12,175,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,63.0000000000,39.9059892324,7.0000000000,7.0000000000,63.0000000000,39.9059892324,200.0000000000,480.5000000000,100,4.0080000000,42.0000000000,63.0000000000,39.9059892324
15,175,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,63.0000000000,39.9059892324,7.0000000000,7.0000000000,63.0000000000,39.9059892324,200.0000000000,480.5000000000,100,3.1510000000,42.0000000000,63.0000000000,39.9059892324
18,175,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,63.0000000000,39.9059892324,7.0000000000,7.0000000000,63.0000000000,39.9059892324,200.0000000000,480.5000000000,100,2.5960000000,42.0000000000,63.0000000000,39.9059892324
24,175,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,63.0000000000,39.9059892324,7.0000000000,7.0000000000,63.0000000000,39.9059892324,200.0000000000,480.5000000000,100,1.9190000000,42.0000000000,63.0000000000,39.9059892324
18,25,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,63.0000000000,39.9059892324,7.0000000000,7.0000000000,63.0000000000,39.9059892324,200.0000000000,480.5000000000,100,0.3710000000,42.0000000000,63.0000000000,39.9059892324
18,75,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,63.0000000000,39.9059892324,7.0000000000,7.0000000000,63.0000000000,39.9059892324,200.0000000000,480.5000000000,100,1.1120000000,42.0000000000,63.0000000000,39.9059892324
18,125,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,63.0000000000,39.9059892324,7.0000000000,7.0000000000,63.0000000000,39.9059892324,200.0000000000,480.5000000000,100,1.8540000000,42.0000000000,63.0000000000,39.9059892324
18,225,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,63.0000000000,39.9059892324,7.0000000000,7.0000000000,63.0000000000,39.9059892324,200.0000000000,480.5000000000,100,3.3370000000,42.0000000000,63.0000000000,39.9059892324
18,275,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,63.0000000000,39.9059892324,7.0000000000,7.0000000000,63.0000000000,39.9059892324,200.0000000000,480.5000000000,100,4.0790000000,42.0000000000,63.0000000000,39.9059892324
18,325,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,63.0000000000,39.9059892324,7.0000000000,7.0000000000,63.0000000000,39.9059892324,200.0000000000,480.5000000000,100,4.8200000000,42.0000000000,63.0000000000,39.9059892324
12,175,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,63.0000000000,39.9059892324,7.0000000000,7.0000000000,63.0000000000,39.9059892324,500.0000000000,586.0000000000,100,4.0080000000,42.0000000000,63.0000000000,39.9059892324
15,175,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,63.0000000000,39.9059892324,7.0000000000,7.0000000000,63.0000000000,39.9059892324,500.0000000000,586.0000000000,100,3.1510000000,42.0000000000,63.0000000000,39.9059892324
18,175,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,63.0000000000,39.9059892324,7.0000000000,7.0000000000,63.0000000000,39.9059892324,500.0000000000,586.0000000000,100,2.5960000000,42.0000000000,63.0000000000,39.9059892324
24,175,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,63.0000000000,39.9059892324,7.0000000000,7.0000000000,63.0000000000,39.9059892324,500.0000000000,586.0000000000,100,1.9190000000,42.0000000000,63.0000000000,39.9059892324
18,25,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,63.0000000000,39.9059892324,7.0000000000,7.0000000000,63.0000000000,39.9059892324,500.0000000000,586.0000000000,100,0.3710000000,42.0000000000,63.0000000000,39.9059892324
18,75,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,63.0000000000,39.9059892324,7.0000000000,7.0000000000,63.0000000000,39.9059892324,500.0000000000,586.0000000000,100,1.1120000000,42.0000000000,63.0000000000,39.9059892324
18,125,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,63.0000000000,39.9059892324,7.0000000000,7.0000000000,63.0000000000,39.9059892324,500.0000000000,586.0000000000,100,1.8540000000,42.0000000000,63.0000000000,39.9059892324
18,225,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,63.0000000000,39.9059892324,7.0000000000,7.0000000000,63.0000000000,39.9059892324,500.0000000000,586.0000000000,100,3.3370000000,42.0000000000,63.0000000000,39.9059892324
18,275,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,63.0000000000,39.9059892324,7.0000000000,7.0000000000,63.0000000000,39.9059892324,500.0000000000,586.0000000000,100,4.0790000000,42.0000000000,63.0000000000,39.9059892324
18,325,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,63.0000000000,39.9059892324,7.0000000000,7.0000000000,63.0000000000,39.9059892324,500.0000000000,586.0000000000,100,4.8200000000,42.0000000000,63.0000000000,39.9059892324
12,175,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,63.0000000000,39.9059892324,7.0000000000,7.0000000000,15.3000000000,0.0000000000,30.0000000000,315.9000000000,100,3.8010000000,42.0000000000,15.3000000000,0.0000000000
15,175,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,63.0000000000,39.9059892324,7.0000000000,7.0000000000,15.3000000000,0.0000000000,30.0000000000,315.9000000000,100,3.0220000000,42.0000000000,15.3000000000,0.0000000000
18,175,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,63.0000000000,39.9059892324,7.0000000000,7.0000000000,15.3000000000,0.0000000000,30.0000000000,315.9000000000,100,2.5070000000,42.0000000000,15.3000000000,0.0000000000
21,175,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,63.0000000000,39.9059892324,7.0000000000,7.0000000000,15.3000000000,0.0000000000,30.0000000000,315.9000000000,100,2.1430000000,42.0000000000,15.3000000000,0.0000000000
24,175,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,63.0000000000,39.9059892324,7.0000000000,7.0000000000,15.3000000000,0.0000000000,30.0000000000,315.9000000000,100,1.8700000000,42.0000000000,15.3000000000,0.0000000000
18,25,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,63.0000000000,39.9059892324,7.0000000000,7.0000000000,15.3000000000,0.0000000000,30.0000000000,315.9000000000,100,0.3580000000,42.0000000000,15.3000000000,0.0000000000
18,125,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,63.0000000000,39.9059892324,7.0000000000,7.0000000000,15.3000000000,0.0000000000,30.0000000000,315.9000000000,100,1.7910000000,42.0000000000,15.3000000000,0.0000000000
18,225,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,63.0000000000,39.9059892324,7.0000000000,7.0000000000,15.3000000000,0.0000000000,30.0000000000,315.9000000000,100,3.2240000000,42.0000000000,15.3000000000,0.0000000000
18,275,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,63.0000000000,39.9059892324,7.0000000000,7.0000000000,15.3000000000,0.0000000000,30.0000000000,315.9000000000,100,3.9400000000,42.0000000000,15.3000000000,0.0000000000
18,325,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,63.0000000000,39.9059892324,7.0000000000,7.0000000000,15.3000000000,0.0000000000,30.0000000000,315.9000000000,100,4.6560000000,42.0000000000,15.3000000000,0.0000000000
12,175,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,63.0000000000,39.9059892324,7.0000000000,7.0000000000,15.3000000000,0.0000000000,200.0000000000,480.5000000000,100,3.8010000000,42.0000000000,15.3000000000,0.0000000000
15,175,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,63.0000000000,39.9059892324,7.0000000000,7.0000000000,15.3000000000,0.0000000000,200.0000000000,480.5000000000,100,3.0220000000,42.0000000000,15.3000000000,0.0000000000
18,175,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,63.0000000000,39.9059892324,7.0000000000,7.0000000000,15.3000000000,0.0000000000,200.0000000000,480.5000000000,100,2.5070000000,42.0000000000,15.3000000000,0.0000000000
21,175,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,63.0000000000,39.9059892324,7.0000000000,7.0000000000,15.3000000000,0.0000000000,200.0000000000,480.5000000000,100,2.1430000000,42.0000000000,15.3000000000,0.0000000000
24,175,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,63.0000000000,39.9059892324,7.0000000000,7.0000000000,15.3000000000,0.0000000000,200.0000000000,480.5000000000,100,1.8700000000,42.0000000000,15.3000000000,0.0000000000
18,25,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,63.0000000000,39.9059892324,7.0000000000,7.0000000000,15.3000000000,0.0000000000,200.0000000000,480.5000000000,100,0.3580000000,42.0000000000,15.3000000000,0.0000000000
18,125,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,63.0000000000,39.9059892324,7.0000000000,7.0000000000,15.3000000000,0.0000000000,200.0000000000,480.5000000000,100,1.7910000000,42.0000000000,15.3000000000,0.0000000000
18,225,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,63.0000000000,39.9059892324,7.0000000000,7.0000000000,15.3000000000,0.0000000000,200.0000000000,480.5000000000,100,3.2240000000,42.0000000000,15.3000000000,0.0000000000
18,275,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,63.0000000000,39.9059892324,7.0000000000,7.0000000000,15.3000000000,0.0000000000,200.0000000000,480.5000000000,100,3.9400000000,42.0000000000,15.3000000000,0.0000000000
18,325,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,63.0000000000,39.9059892324,7.0000000000,7.0000000000,15.3000000000,0.0000000000,200.0000000000,480.5000000000,100,4.6560000000,42.0000000000,15.3000000000,0.0000000000
12,175,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,63.0000000000,39.9059892324,7.0000000000,7.0000000000,15.3000000000,0.0000000000,500.0000000000,586.0000000000,100,3.8010000000,42.0000000000,15.3000000000,0.0000000000
15,175,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,63.0000000000,39.9059892324,7.0000000000,7.0000000000,15.3000000000,0.0000000000,500.0000000000,586.0000000000,100,3.0220000000,42.0000000000,15.3000000000,0.0000000000
18,175,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,63.0000000000,39.9059892324,7.0000000000,7.0000000000,15.3000000000,0.0000000000,500.0000000000,586.0000000000,100,2.5070000000,42.0000000000,15.3000000000,0.0000000000
21,175,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,63.0000000000,39.9059892324,7.0000000000,7.0000000000,15.3000000000,0.0000000000,500.0000000000,586.0000000000,100,2.1430000000,42.0000000000,15.3000000000,0.0000000000
24,175,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,63.0000000000,39.9059892324,7.0000000000,7.0000000000,15.3000000000,0.0000000000,500.0000000000,586.0000000000,100,1.8700000000,42.0000000000,15.3000000000,0.0000000000
18,25,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,63.0000000000,39.9059892324,7.0000000000,7.0000000000,15.3000000000,0.0000000000,500.0000000000,586.0000000000,100,0.3580000000,42.0000000000,15.3000000000,0.0000000000
18,125,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,63.0000000000,39.9059892324,7.0000000000,7.0000000000,15.3000000000,0.0000000000,500.0000000000,586.0000000000,100,1.7910000000,42.0000000000,15.3000000000,0.0000000000
18,225,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,63.0000000000,39.9059892324,7.0000000000,7.0000000000,15.3000000000,0.0000000000,500.0000000000,586.0000000000,100,3.2240000000,42.0000000000,15.3000000000,0.0000000000
18,275,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,63.0000000000,39.9059892324,7.0000000000,7.0000000000,15.3000000000,0.0000000000,500.0000000000,586.0000000000,100,3.9400000000,42.0000000000,15.3000000000,0.0000000000
18,325,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,63.0000000000,39.9059892324,7.0000000000,7.0000000000,15.3000000000,0.0000000000,500.0000000000,586.0000000000,100,4.6560000000,42.0000000000,15.3000000000,0.0000000000
12,175,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,17.5000000000,11.7264973081,52.5000000000,35.1794919243,17.5000000000,11.7264973081,30.0000000000,315.9000000000,100,4.5050000000,20.0000000000,17.5000000000,11.7264973081
15,175,0.0000000100,3,30,40,200,23.0940107676,70,46.9059892324,17.5000000000,11.7264973081,52.5000000000,35.1794919243,17.5000000000,11.7264973081,30.0000000000,315.9000000000,100,3.5520000000,20.0000000000,17.5000000000,11.7264973081
