Unit weight [kN/m3],Effective cohesion [kPa],Effective friction angle [°],Saturated permeability [m/s],Soil Type [-],Slope angle [°],Slope length [m],Total length [m],Slope height [m],Total height Upstream [m],Total height Downstream [m],Soil depth upstream [m],Soil depth downstream [m],Bedrock depth upstream [m],Bedrock depth downstream [m],Initial piezometric surface depth - upstream [m],Initial piezometric surface depth - downstream [m],Return period of precipitation [years],Accumulated precipitation [mm],Precipitation duration [hrs],Factor of safety [-],Depth of slip surface [m],Final Piezometric surface depth - upstream [m],Final Piezometric surface depth - downstream [m]
18.0000000000,10.0000000000,25.0000000000,0.0001000000,1.0000000000,20.0000000000,40.0000000000,200.0000000000,14.5588093706,45.0000000000,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.6077000000,0.0000000000,200.0000000000,480.5000000000,100.0000000000,1.6410000000,11.0000000000,8.4900000000,0.0000000000
18.0000000000,30.0000000000,25.0000000000,0.0001000000,1.0000000000,20.0000000000,40.0000000000,200.0000000000,14.5588093706,45.0000000000,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.6077000000,0.0000000000,200.0000000000,480.5000000000,100.0000000000,2.4060000000,16.0000000000,8.4900000000,0.0000000000
18.0000000000,40.0000000000,25.0000000000,0.0001000000,1.0000000000,20.0000000000,40.0000000000,200.0000000000,14.5588093706,45.0000000000,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.6077000000,0.0000000000,200.0000000000,480.5000000000,100.0000000000,2.7510000000,23.0000000000,8.4900000000,0.0000000000
18.0000000000,20.0000000000,15.0000000000,0.0001000000,1.0000000000,20.0000000000,40.0000000000,200.0000000000,14.5588093706,45.0000000000,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.6077000000,0.0000000000,200.0000000000,480.5000000000,100.0000000000,1.4800000000,11.0000000000,8.4900000000,0.0000000000
18.0000000000,20.0000000000,45.0000000000,0.0001000000,1.0000000000,20.0000000000,40.0000000000,200.0000000000,14.5588093706,45.0000000000,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.6077000000,0.0000000000,200.0000000000,480.5000000000,100.0000000000,3.4630000000,27.0000000000,8.4900000000,0.0000000000
15.0000000000,20.0000000000,25.0000000000,0.0001000000,1.0000000000,20.0000000000,40.0000000000,200.0000000000,14.5588093706,45.0000000000,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.6077000000,0.0000000000,200.0000000000,480.5000000000,100.0000000000,2.0550000000,11.0000000000,8.4900000000,0.0000000000
21.0000000000,20.0000000000,25.0000000000,0.0001000000,1.0000000000,20.0000000000,40.0000000000,200.0000000000,14.5588093706,45.0000000000,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.6077000000,0.0000000000,200.0000000000,480.5000000000,100.0000000000,1.9880000000,11.0000000000,8.4900000000,0.0000000000
24.0000000000,20.0000000000,25.0000000000,0.0001000000,1.0000000000,20.0000000000,40.0000000000,200.0000000000,14.5588093706,45.0000000000,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.6077000000,0.0000000000,200.0000000000,480.5000000000,100.0000000000,1.9510000000,11.0000000000,8.4900000000,0.0000000000
18.0000000000,0.0000000000,25.0000000000,0.0001000000,1.0000000000,20.0000000000,40.0000000000,200.0000000000,14.5588093706,45.0000000000,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.6077000000,0.0000000000,500.0000000000,586.0000000000,100.0000000000,1.1320000000,11.0000000000,8.4900000000,0.0000000000
18.0000000000,10.0000000000,25.0000000000,0.0001000000,1.0000000000,20.0000000000,40.0000000000,200.0000000000,14.5588093706,45.0000000000,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.6077000000,0.0000000000,500.0000000000,586.0000000000,100.0000000000,1.6390000000,11.0000000000,8.4900000000,0.0000000000
18.0000000000,30.0000000000,25.0000000000,0.0001000000,1.0000000000,20.0000000000,40.0000000000,200.0000000000,14.5588093706,45.0000000000,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.6077000000,0.0000000000,500.0000000000,586.0000000000,100.0000000000,2.4030000000,16.0000000000,8.4900000000,0.0000000000
18.0000000000,40.0000000000,25.0000000000,0.0001000000,1.0000000000,20.0000000000,40.0000000000,200.0000000000,14.5588093706,45.0000000000,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.6077000000,0.0000000000,500.0000000000,586.0000000000,100.0000000000,2.7480000000,23.0000000000,8.4900000000,0.0000000000
18.0000000000,20.0000000000,15.0000000000,0.0001000000,1.0000000000,20.0000000000,40.0000000000,200.0000000000,14.5588093706,45.0000000000,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.6077000000,0.0000000000,500.0000000000,586.0000000000,100.0000000000,1.4790000000,11.0000000000,8.4900000000,0.0000000000
18.0000000000,20.0000000000,45.0000000000,0.0001000000,1.0000000000,20.0000000000,40.0000000000,200.0000000000,14.5588093706,45.0000000000,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.6077000000,0.0000000000,500.0000000000,586.0000000000,100.0000000000,3.4570000000,27.0000000000,8.4900000000,0.0000000000
15.0000000000,20.0000000000,25.0000000000,0.0001000000,1.0000000000,20.0000000000,40.0000000000,200.0000000000,14.5588093706,45.0000000000,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.6077000000,0.0000000000,500.0000000000,586.0000000000,100.0000000000,2.0520000000,11.0000000000,8.4900000000,0.0000000000
21.0000000000,20.0000000000,25.0000000000,0.0001000000,1.0000000000,20.0000000000,40.0000000000,200.0000000000,14.5588093706,45.0000000000,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.6077000000,0.0000000000,500.0000000000,586.0000000000,100.0000000000,1.9850000000,11.0000000000,8.4900000000,0.0000000000
24.0000000000,20.0000000000,25.0000000000,0.0001000000,1.0000000000,20.0000000000,40.0000000000,200.0000000000,14.5588093706,45.0000000000,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.6077000000,0.0000000000,500.0000000000,586.0000000000,100.0000000000,1.9490000000,11.0000000000,8.4900000000,0.0000000000
18.0000000000,0.0000000000,25.0000000000,0.0000010000,2.0000000000,20.0000000000,40.0000000000,200.0000000000,14.5588093706,45.0000000000,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.6077000000,0.0000000000,30.0000000000,315.9000000000,100.0000000000,1.2480000000,8.0000000000,9.6077000000,0.0000000000
18.0000000000,10.0000000000,25.0000000000,0.0000010000,2.0000000000,20.0000000000,40.0000000000,200.0000000000,14.5588093706,45.0000000000,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.6077000000,0.0000000000,30.0000000000,315.9000000000,100.0000000000,1.6840000000,11.0000000000,9.6077000000,0.0000000000
18.0000000000,30.0000000000,25.0000000000,0.0000010000,2.0000000000,20.0000000000,40.0000000000,200.0000000000,14.5588093706,45.0000000000,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.6077000000,0.0000000000,30.0000000000,315.9000000000,100.0000000000,2.3730000000,14.0000000000,9.6077000000,0.0000000000
18.0000000000,40.0000000000,25.0000000000,0.0000010000,2.0000000000,20.0000000000,40.0000000000,200.0000000000,14.5588093706,45.0000000000,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.6077000000,0.0000000000,30.0000000000,315.9000000000,100.0000000000,2.6860000000,16.0000000000,9.6077000000,0.0000000000
18.0000000000,20.0000000000,5.0000000000,0.0000010000,2.0000000000,20.0000000000,40.0000000000,200.0000000000,14.5588093706,45.0000000000,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.6077000000,0.0000000000,30.0000000000,315.9000000000,100.0000000000,0.8520000000,23.0000000000,9.6077000000,0.0000000000
18.0000000000,20.0000000000,15.0000000000,0.0000010000,2.0000000000,20.0000000000,40.0000000000,200.0000000000,14.5588093706,45.0000000000,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.6077000000,0.0000000000,30.0000000000,315.9000000000,100.0000000000,1.4520000000,16.0000000000,9.6077000000,0.0000000000
18.0000000000,20.0000000000,45.0000000000,0.0000010000,2.0000000000,20.0000000000,40.0000000000,200.0000000000,14.5588093706,45.0000000000,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.6077000000,0.0000000000,30.0000000000,315.9000000000,100.0000000000,3.5580000000,11.0000000000,9.6077000000,0.0000000000
12.0000000000,20.0000000000,25.0000000000,0.0000010000,2.0000000000,20.0000000000,40.0000000000,200.0000000000,14.5588093706,45.0000000000,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.6077000000,0.0000000000,30.0000000000,315.9000000000,100.0000000000,1.9120000000,27.0000000000,9.6077000000,0.0000000000
15.0000000000,20.0000000000,25.0000000000,0.0000010000,2.0000000000,20.0000000000,40.0000000000,200.0000000000,14.5588093706,45.0000000000,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.6077000000,0.0000000000,30.0000000000,315.9000000000,100.0000000000,2.0360000000,16.0000000000,9.6077000000,0.0000000000
21.0000000000,20.0000000000,25.0000000000,0.0000010000,2.0000000000,20.0000000000,40.0000000000,200.0000000000,14.5588093706,45.0000000000,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.6077000000,0.0000000000,30.0000000000,315.9000000000,100.0000000000,2.0000000000,11.0000000000,9.6077000000,0.0000000000
24.0000000000,20.0000000000,25.0000000000,0.0000010000,2.0000000000,20.0000000000,40.0000000000,200.0000000000,14.5588093706,45.0000000000,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.6077000000,0.0000000000,30.0000000000,315.9000000000,100.0000000000,1.9650000000,11.0000000000,9.6077000000,0.0000000000
18.0000000000,0.0000000000,25.0000000000,0.0000010000,2.0000000000,20.0000000000,40.0000000000,200.0000000000,14.5588093706,45.0000000000,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.6077000000,0.0000000000,200.0000000000,480.5000000000,100.0000000000,1.2250000000,8.0000000000,9.6077000000,0.0000000000
18.0000000000,10.0000000000,25.0000000000,0.0000010000,2.0000000000,20.0000000000,40.0000000000,200.0000000000,14.5588093706,45.0000000000,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.6077000000,0.0000000000,200.0000000000,480.5000000000,100.0000000000,1.6720000000,11.0000000000,9.6077000000,0.0000000000
18.0000000000,30.0000000000,25.0000000000,0.0000010000,2.0000000000,20.0000000000,40.0000000000,200.0000000000,14.5588093706,45.0000000000,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.6077000000,0.0000000000,200.0000000000,480.5000000000,100.0000000000,2.3610000000,14.0000000000,9.6077000000,0.0000000000
18.0000000000,40.0000000000,25.0000000000,0.0000010000,2.0000000000,20.0000000000,40.0000000000,200.0000000000,14.5588093706,45.0000000000,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.6077000000,0.0000000000,200.0000000000,480.5000000000,100.0000000000,2.6750000000,16.0000000000,9.6077000000,0.0000000000
18.0000000000,20.0000000000,5.0000000000,0.0000010000,2.0000000000,20.0000000000,40.0000000000,200.0000000000,14.5588093706,45.0000000000,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.6077000000,0.0000000000,200.0000000000,480.5000000000,100.0000000000,0.8500000000,23.0000000000,9.6077000000,0.0000000000
18.0000000000,20.0000000000,15.0000000000,0.0000010000,2.0000000000,20.0000000000,40.0000000000,200.0000000000,14.5588093706,45.0000000000,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.6077000000,0.0000000000,200.0000000000,480.5000000000,100.0000000000,1.4450000000,16.0000000000,9.6077000000,0.0000000000
18.0000000000,20.0000000000,45.0000000000,0.0000010000,2.0000000000,20.0000000000,40.0000000000,200.0000000000,14.5588093706,45.0000000000,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.6077000000,0.0000000000,200.0000000000,480.5000000000,100.0000000000,3.5330000000,11.0000000000,9.6077000000,0.0000000000
12.0000000000,20.0000000000,25.0000000000,0.0000010000,2.0000000000,20.0000000000,40.0000000000,200.0000000000,14.5588093706,45.0000000000,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.6077000000,0.0000000000,200.0000000000,480.5000000000,100.0000000000,1.9020000000,27.0000000000,9.6077000000,0.0000000000
15.0000000000,20.0000000000,25.0000000000,0.0000010000,2.0000000000,20.0000000000,40.0000000000,200.0000000000,14.5588093706,45.0000000000,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.6077000000,0.0000000000,200.0000000000,480.5000000000,100.0000000000,2.0250000000,16.0000000000,9.6077000000,0.0000000000
21.0000000000,20.0000000000,25.0000000000,0.0000010000,2.0000000000,20.0000000000,40.0000000000,200.0000000000,14.5588093706,45.0000000000,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.6077000000,0.0000000000,200.0000000000,480.5000000000,100.0000000000,1.9890000000,11.0000000000,9.6077000000,0.0000000000
24.0000000000,20.0000000000,25.0000000000,0.0000010000,2.0000000000,20.0000000000,40.0000000000,200.0000000000,14.5588093706,45.0000000000,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.6077000000,0.0000000000,200.0000000000,480.5000000000,100.0000000000,1.9550000000,11.0000000000,9.6077000000,0.0000000000
18.0000000000,0.0000000000,25.0000000000,0.0000010000,2.0000000000,20.0000000000,40.0000000000,200.0000000000,14.5588093706,45.0000000000,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.6077000000,0.0000000000,500.0000000000,586.0000000000,100.0000000000,1.2250000000,8.0000000000,9.6077000000,0.0000000000
18.0000000000,10.0000000000,25.0000000000,0.0000010000,2.0000000000,20.0000000000,40.0000000000,200.0000000000,14.5588093706,45.0000000000,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.6077000000,0.0000000000,500.0000000000,586.0000000000,100.0000000000,1.6720000000,11.0000000000,9.6077000000,0.0000000000
18.0000000000,30.0000000000,25.0000000000,0.0000010000,2.0000000000,20.0000000000,40.0000000000,200.0000000000,14.5588093706,45.0000000000,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.6077000000,0.0000000000,500.0000000000,586.0000000000,100.0000000000,2.3610000000,14.0000000000,9.6077000000,0.0000000000
18.0000000000,40.0000000000,25.0000000000,0.0000010000,2.0000000000,20.0000000000,40.0000000000,200.0000000000,14.5588093706,45.0000000000,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.6077000000,0.0000000000,500.0000000000,586.0000000000,100.0000000000,2.6750000000,16.0000000000,9.6077000000,0.0000000000
18.0000000000,20.0000000000,5.0000000000,0.0000010000,2.0000000000,20.0000000000,40.0000000000,200.0000000000,14.5588093706,45.0000000000,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.6077000000,0.0000000000,500.0000000000,586.0000000000,100.0000000000,0.8500000000,23.0000000000,9.6077000000,0.0000000000
18.0000000000,20.0000000000,15.0000000000,0.0000010000,2.0000000000,20.0000000000,40.0000000000,200.0000000000,14.5588093706,45.0000000000,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.6077000000,0.0000000000,500.0000000000,586.0000000000,100.0000000000,1.4450000000,16.0000000000,9.6077000000,0.0000000000
18.0000000000,20.0000000000,45.0000000000,0.0000010000,2.0000000000,20.0000000000,40.0000000000,200.0000000000,14.5588093706,45.0000000000,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.6077000000,0.0000000000,500.0000000000,586.0000000000,100.0000000000,3.5330000000,11.0000000000,9.6077000000,0.0000000000
12.0000000000,20.0000000000,25.0000000000,0.0000010000,2.0000000000,20.0000000000,40.0000000000,200.0000000000,14.5588093706,45.0000000000,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.6077000000,0.0000000000,500.0000000000,586.0000000000,100.0000000000,1.9020000000,27.0000000000,9.6077000000,0.0000000000
15.0000000000,20.0000000000,25.0000000000,0.0000010000,2.0000000000,20.0000000000,40.0000000000,200.0000000000,14.5588093706,45.0000000000,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.6077000000,0.0000000000,500.0000000000,586.0000000000,100.0000000000,2.0250000000,16.0000000000,9.6077000000,0.0000000000
21.0000000000,20.0000000000,25.0000000000,0.0000010000,2.0000000000,20.0000000000,40.0000000000,200.0000000000,14.5588093706,45.0000000000,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.6077000000,0.0000000000,500.0000000000,586.0000000000,100.0000000000,1.9890000000,11.0000000000,9.6077000000,0.0000000000
24.0000000000,20.0000000000,25.0000000000,0.0000010000,2.0000000000,20.0000000000,40.0000000000,200.0000000000,14.5588093706,45.0000000000,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.6077000000,0.0000000000,500.0000000000,586.0000000000,100.0000000000,1.9550000000,11.0000000000,9.6077000000,0.0000000000
18.0000000000,10.0000000000,25.0000000000,0.0000000100,3.0000000000,20.0000000000,40.0000000000,200.0000000000,14.5588093706,45.0000000000,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.6077000000,0.0000000000,30.0000000000,315.9000000000,100.0000000000,1.6640000000,11.0000000000,9.6077000000,0.0000000000
18.0000000000,20.0000000000,25.0000000000,0.0000000100,3.0000000000,20.0000000000,40.0000000000,200.0000000000,14.5588093706,45.0000000000,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.6077000000,0.0000000000,30.0000000000,315.9000000000,100.0000000000,1.9930000000,11.0000000000,9.6077000000,0.0000000000
18.0000000000,30.0000000000,25.0000000000,0.0000000100,3.0000000000,20.0000000000,40.0000000000,200.0000000000,14.5588093706,45.0000000000,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.6077000000,0.0000000000,30.0000000000,315.9000000000,100.0000000000,2.2900000000,14.0000000000,9.6077000000,0.0000000000
18.0000000000,40.0000000000,25.0000000000,0.0000000100,3.0000000000,20.0000000000,40.0000000000,200.0000000000,14.5588093706,45.0000000000,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.6077000000,0.0000000000,30.0000000000,315.9000000000,100.0000000000,2.5760000000,16.0000000000,9.6077000000,0.0000000000
18.0000000000,20.0000000000,5.0000000000,0.0000000100,3.0000000000,20.0000000000,40.0000000000,200.0000000000,14.5588093706,45.0000000000,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.6077000000,0.0000000000,30.0000000000,315.9000000000,100.0000000000,0.8050000000,23.0000000000,9.6077000000,0.0000000000
18.0000000000,20.0000000000,15.0000000000,0.0000000100,3.0000000000,20.0000000000,40.0000000000,200.0000000000,14.5588093706,45.0000000000,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.6077000000,0.0000000000,30.0000000000,315.9000000000,100.0000000000,1.3970000000,16.0000000000,9.6077000000,0.0000000000
18.0000000000,20.0000000000,35.0000000000,0.0000000100,3.0000000000,20.0000000000,40.0000000000,200.0000000000,14.5588093706,45.0000000000,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.6077000000,0.0000000000,30.0000000000,315.9000000000,100.0000000000,2.6670000000,11.0000000000,9.6077000000,0.0000000000
18.0000000000,20.0000000000,45.0000000000,0.0000000100,3.0000000000,20.0000000000,40.0000000000,200.0000000000,14.5588093706,45.0000000000,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.6077000000,0.0000000000,30.0000000000,315.9000000000,100.0000000000,3.5190000000,11.0000000000,9.6077000000,0.0000000000
15.0000000000,20.0000000000,25.0000000000,0.0000000100,3.0000000000,20.0000000000,40.0000000000,200.0000000000,14.5588093706,45.0000000000,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.6077000000,0.0000000000,30.0000000000,315.9000000000,100.0000000000,1.9630000000,16.0000000000,9.6077000000,0.0000000000
21.0000000000,20.0000000000,25.0000000000,0.0000000100,3.0000000000,20.0000000000,40.0000000000,200.0000000000,14.5588093706,45.0000000000,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.6077000000,0.0000000000,30.0000000000,315.9000000000,100.0000000000,1.9650000000,11.0000000000,9.6077000000,0.0000000000
24.0000000000,20.0000000000,25.0000000000,0.0000000100,3.0000000000,20.0000000000,40.0000000000,200.0000000000,14.5588093706,45.0000000000,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.6077000000,0.0000000000,30.0000000000,315.9000000000,100.0000000000,1.9360000000,11.0000000000,9.6077000000,0.0000000000
18.0000000000,10.0000000000,25.0000000000,0.0000000100,3.0000000000,20.0000000000,40.0000000000,200.0000000000,14.5588093706,45.0000000000,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.6077000000,0.0000000000,200.0000000000,480.5000000000,100.0000000000,1.6640000000,11.0000000000,9.6077000000,0.0000000000
18.0000000000,20.0000000000,25.0000000000,0.0000000100,3.0000000000,20.0000000000,40.0000000000,200.0000000000,14.5588093706,45.0000000000,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.6077000000,0.0000000000,200.0000000000,480.5000000000,100.0000000000,1.9930000000,11.0000000000,9.6077000000,0.0000000000
18.0000000000,30.0000000000,25.0000000000,0.0000000100,3.0000000000,20.0000000000,40.0000000000,200.0000000000,14.5588093706,45.0000000000,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.6077000000,0.0000000000,200.0000000000,480.5000000000,100.0000000000,2.2900000000,14.0000000000,9.6077000000,0.0000000000
18.0000000000,40.0000000000,25.0000000000,0.0000000100,3.0000000000,20.0000000000,40.0000000000,200.0000000000,14.5588093706,45.0000000000,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.6077000000,0.0000000000,200.0000000000,480.5000000000,100.0000000000,2.5760000000,16.0000000000,9.6077000000,0.0000000000
18.0000000000,20.0000000000,5.0000000000,0.0000000100,3.0000000000,20.0000000000,40.0000000000,200.0000000000,14.5588093706,45.0000000000,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.6077000000,0.0000000000,200.0000000000,480.5000000000,100.0000000000,0.8050000000,23.0000000000,9.6077000000,0.0000000000
18.0000000000,20.0000000000,15.0000000000,0.0000000100,3.0000000000,20.0000000000,40.0000000000,200.0000000000,14.5588093706,45.0000000000,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.6077000000,0.0000000000,200.0000000000,480.5000000000,100.0000000000,1.3970000000,16.0000000000,9.6077000000,0.0000000000
18.0000000000,20.0000000000,35.0000000000,0.0000000100,3.0000000000,20.0000000000,40.0000000000,200.0000000000,14.5588093706,45.0000000000,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.6077000000,0.0000000000,200.0000000000,480.5000000000,100.0000000000,2.6670000000,11.0000000000,9.6077000000,0.0000000000
18.0000000000,20.0000000000,45.0000000000,0.0000000100,3.0000000000,20.0000000000,40.0000000000,200.0000000000,14.5588093706,45.0000000000,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.6077000000,0.0000000000,200.0000000000,480.5000000000,100.0000000000,3.5190000000,11.0000000000,9.6077000000,0.0000000000
15.0000000000,20.0000000000,25.0000000000,0.0000000100,3.0000000000,20.0000000000,40.0000000000,200.0000000000,14.5588093706,45.0000000000,30.4411906294,40.5000000000,25.9411906294,4.5000000000,4.5000000000,9.6077000000,0.0000000000,200.0000000000,480.5000000000,100.0000000000,1.9630000000,16.0000000000,9.6077000000,0.0000000000
