DecisionTreeRegressor
0.9999991228889491
0.9999991342003448
0.9999995953354405
1.0
0.9999976814573206
0.9999990064033117
1.0
1.0
0.9999989929229799
0.99999947761771
0.9999989668757875
1.0
0.9999983404714203
0.9999994954847236
0.9999989945936268
0.9999994984840676
0.9999993845006417
0.999999155284998
1.0
0.9999995468350643
1.0
1.0
0.9999987916402809
1.0
0.9999989813888405
0.9999991873902898
0.9999994731433509
0.9999981816394351
0.9999993522448485
1.0
